ISODateTimeUTC,SecondsSince1970,COG,Heel,Heel_Abs,Heel_Lwd,Lat,LatBow,LatCenter,LatStern,Line_C,Line_L,Line_R,Log,Lon,LonBow,LonCenter,LonStern,MagneticVariation,ROT,Side_lines,SOG,TimeLocal,TimeUTC,Total_lines,Trim,TWA,TWA_Abs,TWD,TWS,VMG,run,rider_name,boat_name,maneuver_index,maneuver_type,interval_duration,start_time,end_time,Line_R2,Line_L2,Line_C2,side_line2,total_line2
2025-06-08T07:47:39.859Z,1749368859.859,245.2,50.0,50.0,50.0,43.5203265,43.520325708,43.520328348,43.520330988,104.1,8.4,2.1,6500.558,4.1053584,4.105356036,4.105363915,4.105371794,2.5,-5.405,10.5,21.4,1749376059859.0,1749368859859.0,114.6,3.5,63.731,63.731,308.931,8.814,9.471,08_06_2025_Run1,Karl,Karl Maeder,1,Tack,14.0,1749368859.859,1749368873.859,2.1,8.4,104.1,10.5,114.6
2025-06-08T07:47:39.960Z,1749368859.96,243.9,45.6,45.6,45.6,43.5203223,43.520321469,43.520324238,43.520327007,106.514,7.5,2.4,6501.654,4.1053461,4.105343762,4.105351556,4.10535935,2.5,-12.871,9.9,21.4,1749376059960.0,1749368859960.0,116.226,0.7,65.152,65.152,309.052,8.804,8.993,08_06_2025_Run1,Karl,Karl Maeder,1,Tack,14.0,1749368859.859,1749368873.859,2.4,7.5,106.514,9.9,116.414
2025-06-08T07:47:40.064Z,1749368860.064,244.5,49.6,49.6,49.6,43.5203182,43.520317387,43.520320097,43.520322806,109.0,6.5,2.4,6502.783,4.1053333,4.10533095,4.105338784,4.105346617,2.5,5.769,8.9,21.4,1749376060064.0,1749368860064.0,117.9,3.2,64.664,64.664,309.164,8.794,9.158,08_06_2025_Run1,Karl,Karl Maeder,1,Tack,14.0,1749368859.859,1749368873.859,2.4,6.5,109.0,8.9,117.9
2025-06-08T07:47:40.161Z,1749368860.161,246.1,47.3,47.3,47.3,43.5203142,43.520313435,43.520315985,43.520318535,110.0,5.7,2.4,6503.922,4.1053203,4.10531792,4.105325854,4.105333789,2.5,16.327,8.1,21.6,1749376060161.999,1749368860161.999,118.1,7.3,63.162,63.162,309.262,8.784,9.752,08_06_2025_Run1,Karl,Karl Maeder,1,Tack,14.0,1749368859.859,1749368873.859,2.4,5.7,110.0,8.1,118.1
2025-06-08T07:47:40.260Z,1749368860.26,247.4,47.5,47.5,47.5,43.5203101,43.520309374,43.520311793,43.520314212,112.3,5.2,3.3,6505.058,4.1053074,4.105304996,4.105313009,4.105321021,2.5,13.265,8.5,21.6,1749376060260.0,1749368860260.0,120.8,3.8,61.96,61.96,309.36,8.774,10.154,08_06_2025_Run1,Karl,Karl Maeder,1,Tack,14.0,1749368859.859,1749368873.859,3.3,5.2,112.3,8.5,120.8
2025-06-08T07:47:40.358Z,1749368860.358,246.3,48.2,48.2,48.2,43.5203064,43.520305641,43.520308171,43.5203107,113.3,5.1,3.497,6506.154,4.1052948,4.105292416,4.105300363,4.10530831,2.5,-11.224,7.761,21.7,1749376060358.0,1749368860358.0,119.914,-0.7,63.158,63.158,309.458,8.764,9.798,08_06_2025_Run1,Karl,Karl Maeder,1,Tack,14.0,1749368859.859,1749368873.859,3.497,5.1,113.3,8.597,121.89699999999999
2025-06-08T07:47:40.459Z,1749368860.459,248.2,52.6,52.6,52.6,43.5203028,43.520302099,43.520304436,43.520306773,112.0,3.3,3.7,6507.239,4.1052823,4.105279882,4.105287941,4.105295999,2.5,18.812,7.0,21.7,1749376060459.0,1749368860459.0,119.0,2.2,61.359,61.359,309.559,8.754,10.401,08_06_2025_Run1,Karl,Karl Maeder,1,Tack,14.0,1749368859.859,1749368873.859,3.3,3.7,112.0,7.0,119.0
2025-06-08T07:47:40.558Z,1749368860.558,248.4,61.3,61.3,61.3,43.520299,43.520298305,43.520300622,43.520302939,107.7,2.5,2.1,6508.333,4.1052698,4.105267379,4.105275449,4.105283518,2.5,2.02,4.6,21.6,1749376060558.0,1749368860558.0,112.3,4.6,61.258,61.258,309.658,8.744,10.387,08_06_2025_Run1,Karl,Karl Maeder,1,Tack,14.0,1749368859.859,1749368873.859,2.1,2.5,107.7,4.6,112.3
2025-06-08T07:47:40.658Z,1749368860.658,247.3,56.9,56.9,56.9,43.5202949,43.520294171,43.5202966,43.520299029,98.1,2.5,1.7,6509.432,4.1052574,4.105254998,4.105263005,4.105271012,2.5,-10.891,4.2,21.6,1749376060658.999,1749368860658.999,102.3,2.2,62.459,62.459,309.759,8.734,9.987,08_06_2025_Run1,Karl,Karl Maeder,1,Tack,14.0,1749368859.859,1749368873.859,1.7,2.5,98.1,4.2,102.3
2025-06-08T07:47:40.759Z,1749368860.759,245.5,63.3,63.3,63.3,43.5202907,43.520289917,43.520292527,43.520295137,90.7,3.8,2.048,6510.543,4.1052449,4.105242531,4.105250428,4.105258326,2.5,-18.0,5.991,21.6,1749376060759.0,1749368860759.0,101.902,1.6,64.359,64.359,309.859,8.724,9.347,08_06_2025_Run1,Karl,Karl Maeder,1,Tack,14.0,1749368859.859,1749368873.859,2.048,3.8,90.7,5.848,96.548
2025-06-08T07:47:40.860Z,1749368860.86,245.6,55.5,55.5,55.5,43.5202863,43.52028552,43.52028812,43.52029072,93.7,5.4,2.4,6511.62,4.105233,4.105230629,4.105238533,4.105246437,2.5,0.99,7.8,21.7,1749376060860.0,1749368860860.0,101.5,-1.9,64.36,64.36,309.96,8.714,9.39,08_06_2025_Run1,Karl,Karl Maeder,1,Tack,14.0,1749368859.859,1749368873.859,2.4,5.4,93.7,7.800000000000001,101.5
2025-06-08T07:47:40.947Z,1749368860.947,242.8,56.5,56.5,56.5,43.5202825,43.520281637,43.520284514,43.52028739,94.844,4.3,2.4,6512.691,4.1052208,4.105218484,4.105226204,4.105233923,2.5,-32.184,6.7,21.6,1749376060947.0,1749368860947.0,101.257,-3.9,67.247,67.247,310.047,8.705,8.354,08_06_2025_Run1,Karl,Karl Maeder,1,Tack,14.0,1749368859.859,1749368873.859,2.4,4.3,94.844,6.699999999999999,101.544
2025-06-08T07:47:41.072Z,1749368861.072,246.5,57.1,57.1,57.1,43.5202781,43.520277347,43.520279857,43.520282366,96.5,3.777,2.0,6513.718,4.1052096,4.105207212,4.105215171,4.105223131,2.5,29.366,6.7,21.5,1749376061072.998,1749368861072.998,100.905,-0.2,63.666,63.666,310.166,8.685,9.538,08_06_2025_Run1,Karl,Karl Maeder,1,Tack,14.0,1749368859.859,1749368873.859,2.0,3.777,96.5,5.777,102.277
2025-06-08T07:47:41.164Z,1749368861.164,242.0,59.5,59.5,59.5,43.5202734,43.520272514,43.520275468,43.520278423,92.9,3.4,2.05,6514.826,4.1051975,4.105195201,4.105202864,4.105210527,2.5,-49.449,6.7,21.3,1749376061164.0,1749368861164.0,100.651,0.8,68.248,68.248,310.248,8.667,7.894,08_06_2025_Run1,Karl,Karl Maeder,1,Tack,14.0,1749368859.859,1749368873.859,2.05,3.4,92.9,5.449999999999999,98.35000000000001
2025-06-08T07:47:41.253Z,1749368861.253,243.0,60.0,60.0,60.0,43.520269,43.520268143,43.520271,43.520273857,93.7,4.6,2.1,6515.853,4.1051863,4.10518398,4.105191713,4.105199446,2.5,11.111,6.7,21.3,1749376061253.999,1749368861253.999,100.4,2.1,67.329,67.329,310.329,8.649,8.21,08_06_2025_Run1,Karl,Karl Maeder,1,Tack,14.0,1749368859.859,1749368873.859,2.1,4.6,93.7,6.699999999999999,100.4
2025-06-08T07:47:41.358Z,1749368861.358,241.6,59.4,59.4,59.4,43.5202646,43.520263702,43.520266695,43.520269689,92.0,3.8,1.8,6516.93,4.1051744,4.10517211,4.105179744,4.105187379,2.5,-13.461,5.6,21.1,1749376061358.0,1749368861358.0,97.6,0.4,68.822,68.822,310.422,8.628,7.623,08_06_2025_Run1,Karl,Karl Maeder,1,Tack,14.0,1749368859.859,1749368873.859,1.8,3.8,92.0,5.6,97.6
2025-06-08T07:47:41.460Z,1749368861.46,242.9,62.7,62.7,62.7,43.5202599,43.52025904,43.520261907,43.520264774,93.3,4.4,1.9,6517.953,4.1051635,4.105161182,4.105168908,4.105176635,2.5,12.621,6.3,21.0,1749376061460.998,1749368861460.998,99.6,4.7,67.615,67.615,310.515,8.608,7.997,08_06_2025_Run1,Karl,Karl Maeder,1,Tack,14.0,1749368859.859,1749368873.859,1.9,4.4,93.3,6.300000000000001,99.6
2025-06-08T07:47:41.559Z,1749368861.559,239.6,56.5,56.5,56.5,43.520255,43.520254045,43.520257229,43.520260414,98.299,3.8,2.0,6518.98,4.1051527,4.105150454,4.10515794,4.105165426,2.5,-33.673,5.8,20.9,1749376061559.0,1749368861559.0,103.659,4.8,71.003,71.003,310.603,8.588,6.803,08_06_2025_Run1,Karl,Karl Maeder,1,Tack,14.0,1749368859.859,1749368873.859,2.0,3.8,98.299,5.8,104.099
2025-06-08T07:47:41.658Z,1749368861.658,237.9,57.7,57.7,57.7,43.5202501,43.520249097,43.520252441,43.520255785,103.4,2.3,2.1,6520.029,4.1051416,4.105139394,4.105146747,4.105154099,2.5,-17.0,4.4,20.8,1749376061658.999,1749368861658.999,107.8,1.5,72.793,72.793,310.693,8.568,6.153,08_06_2025_Run1,Karl,Karl Maeder,1,Tack,14.0,1749368859.859,1749368873.859,2.1,2.3,103.4,4.4,107.80000000000001
2025-06-08T07:47:41.759Z,1749368861.759,239.2,58.8,58.8,58.8,43.5202456,43.520244633,43.520247856,43.520251078,112.3,0.7,1.8,6521.012,4.1051311,4.105128864,4.105136318,4.105143773,2.5,13.0,2.5,20.6,1749376061759.0,1749368861759.0,114.8,3.8,71.583,71.583,310.783,8.548,6.508,08_06_2025_Run1,Karl,Karl Maeder,1,Tack,14.0,1749368859.859,1749368873.859,0.7,1.8,112.3,2.5,114.8
2025-06-08T07:47:41.860Z,1749368861.86,239.1,51.1,51.1,51.1,43.5202405,43.52023953,43.520242762,43.520245994,103.8,0.4,1.8,6522.025,4.1051207,4.105118466,4.105125913,4.10513336,2.5,-0.98,2.2,20.4,1749376061860.999,1749368861860.999,106.0,-2.1,71.775,71.775,310.875,8.528,6.38,08_06_2025_Run1,Karl,Karl Maeder,1,Tack,14.0,1749368859.859,1749368873.859,0.4,1.8,103.8,2.2,106.0
2025-06-08T07:47:41.960Z,1749368861.96,236.6,58.5,58.5,58.5,43.520236,43.520234961,43.520238425,43.52024189,99.5,0.452,1.8,6522.995,4.1051104,4.105108226,4.105115472,4.105122718,2.5,-25.0,2.252,20.2,1749376061960.998,1749368861960.998,99.874,-1.0,74.365,74.365,310.965,8.508,5.444,08_06_2025_Run1,Karl,Karl Maeder,1,Tack,14.0,1749368859.859,1749368873.859,0.452,1.8,99.5,2.2520000000000002,101.752
2025-06-08T07:47:42.052Z,1749368862.052,238.9,63.5,63.5,63.5,43.5202309,43.520229925,43.520233176,43.520236426,92.0,0.5,1.8,6523.974,4.1051005,4.105098271,4.105105702,4.105113134,2.5,25.274,2.3,20.1,1749376062052.0,1749368862052.0,94.3,3.0,72.131,72.131,311.031,8.495,6.167,08_06_2025_Run1,Karl,Karl Maeder,1,Tack,14.0,1749368859.859,1749368873.859,0.5,1.8,92.0,2.3,94.3
